sentiment,review_body,product_category
0,I tried this on in the store yesterday and i wanted to buy it very much. the jacket would work well for many sleveless tops or dresses all summer  and would work in an office. but  on me  the unusual cut of the arms emphasized the worst part of my arms (saggy or fat area) in a comical manner. if they tried to design a garmet to make arms look bad  the couldnt have done it better. further  the extra material against the body added bulk at my narrowest point (i am hourglass). again  not flattering,Jackets
1,"I am normally not a vest person  however i saw this and had to try it. it is awesome and on sale. i am 5' 3"" and 128 pounds and the small fit perfectly.",Jackets
1,First i ordered a m. i'm normally a 8-10. the m was too small so i returned and ordered a lg. the lg fits great but there is a huge area of distressing on the shoulder that will turn into a hole. i love this jacket but cannot keep it in its condition. hopefully i will make it to the store soon (there are none w/in an hour of me) and look before i buy.,Jackets
1,I was so afraid to get a too-small blazer (based on other reviews) that i ordered this two sizes up. i am usually a 0 or 2 in a blazer and ordered a 4. it was huge. i then ordered a 2 and it is just right. it's comfortable and chic and i love the blue and black combination.,Jackets
1,Love!!!! i got the green and it goes with so much!,Jackets
1,Super cute! no complaints! fun print! light weight soft material!,Jackets
1,"I love this denim jacket! it's just a basic light denim jacket with a casual  pre-worn  soft feel. i like how it's slightly cropped. i think it runs fairly true-to-size  possibly a little on the small side. i am 5'6 "" 125 lbs.  and 34c and i ordered a medium for a more relaxed fit. if i had wanted the fit shown on the model  i would have ordered a small ? but i prefer jackets to be a bit looser. i love it!",Jackets
1,I love this jacket - can dress it up or dress it down. over a dress  skirt or jeans. very soft and flattering!,Jackets
1,The only thing i did not like about this jacket was that i could not find it in my size before it sold out! retailer  please bring back another iteration for spring!,Jackets
1,The jacket runs large so size down. it's a good jacket to throw on the go. but i don't see this lasting long bc after he first wash  it started piling. the quality of the material isn't great!,Jackets
-1,I purchased these in january and today i am going back to retailer to request a refund; the fabric on the inner thighs are absolutely thread bare. i am 5'6 and wear a size 28. they fit comfortably with great stretch  but apparently the fabric is so cheap that if your thighs should happen to touch  you will wear holes through the thighs in very short order.    first they started piling  which i had never a pair of pilcro pants do before  and within 2 washes i could actually see through the f,Jeans
-1,I was really disappointed with these pants. they were a thinner fabric than expected with little to no stretch. they were very tight around my legs and huge at the waist. sadly  they will be going back.,Jeans
-1,I loved the look of these pants in the pictures online and i loved the way that they fit. however when i got my pair  the flower placement was completely different. the whole front was black and there were just flowers running out of the crotch seams. i ordered another pair hoping they were just cut wrong  but those were even worse. they looked obscene.,Jeans
-1,Ag jeans have been a main stay for me. they are the most comfortable and best looking jeans on my body. however this pair was too tight and shorter then i liked. the fabric and color is beautiful. i wear the same size for ag no matter the design. but this one ran too small. i have to return it. i will try the next size up if they still have them.,Jeans
-1,Love the fit of the jeans just wish there was a couple more inches at the bottom:) these jeans have a 23 inch inseam not 26  so they hit at a very odd place on my calf- return. for reference i'm 5'8 ,Jeans
-1,I love the way these jeans look and fit  but they have a chemical smell. i assumed the odor would go away after i washed them  but it doesn't seem to have helped.,Jeans
-1,These are way oversized! i have several pairs of pilcro jeans and these run way too large. wasted money on shipping. won't do that again:(,Jeans
-1,I bought these on sale and they quickly went back. i was very disappointed after reading the reviews. i thought for sure these would be a winner. however  i was sadly mistaken. i ordered another pair of jeans  the same  from a different brand. these were way too small while my others were too large. they didn't live up to my expectation and were still rather long. even though i bought these on sale  i was not happy with the quality.,Jeans
-1,I have other stevies  and these are nothing like them. the quality is very synthetic to a point that the material is shiny. the pants themselves run very small in the waist  approx. two sizes too small compared with other stevies. additionally  the cuff is sewn like that in place  and hits at an odd spot if you are taller or have strong calves. see how it gapes in the cuff on the model? like  a rounded bottom? that is way more emphasized in real life. buyer beware!,Jeans
0,"Would recommend  but with the caveat that i had to return due to the pants being way too big all over  even the length was more than i expected from the photos online. i am 5'5"" 120lbs narrow hips  usually a 25 in pants (including other level 99 pants i own). i ordered a 25 and i could have pulled them off completely buttoned  plus they went nearly to my ankles. anyhow  the material is really nice  soft and comfy  color was good (i ordered the dark)  and i could imagine they would be super cute",Jeans
0,I love the style  but it didn't work for me. i ordered the r size. they were way too too long. i generally wear size 26  and the r length works with most retailer pants. with this particular pant  i could barely pull up the zipper. i'm not sure what happened bc i haven't gained any additional weight. i am 5'2  and 110 lbs. unfortunately  i had to return the pants. i think the design is for supermodels. maybe a petite size would have worked? the p was out of stock. good luck!,Jeans
0,Bought these for the color however these just did not work for me. the 26 was too small and the 27 was baggy. i'm 5'3 and typically wear a 26. beautiful color and good denim. if you are looking for a looser fit  more of a straight leg fit...this is a good jean with a fun pop of color.,Jeans
0,"I love these jeans! they are really cute and comfy  however  they are way too long. i couldn't believe these were a 33 inch inseam  but i measured them and they are. i am 5'4"" and put on a 4 inch heel and they were still dragging on the ground :( these will have to go back as i don't think the same look can be pulled off if they were hemmed.",Jeans
0,I love pilcros and tried everything to get these to work. one size down  two sizes down  no matter what  they just don't look right. the droopy look didn't work for me.,Jeans
0,"I have several pairs of coh and love them all. when i saw these go on sale in my size i quickly purchased them. however  when i tried them on at home and looked in the mirror  i was pretty shocked that the back pockets were extremely long. meaning  they go well below your butt cheeks (like 3""# which means they look like they are sitting too low on your body-and they aren't they are actually i little higher waisted than most coh!     i thought perhaps it was my perception that day  so i waited an",Jeans
0,"Lovely jeans  love the details in the cuff bottoms. the front of the jeans  the relaxed ""boyfriend"" part was just too relaxed for me - too much material there that it was unflattering. otherwise cute.",Jeans
0,"I fell in love with these online. i thought they would be such a nice piece of statement denim. unfortunately they did not work for me. i am 5'2"" and the waist of these paints was four inches away from my breasts. it didn't look bad from the back but from the front it was comical. the denim itself is nice and heavy but  like the previous reviewer stated  not a dark wash. the pair i received was a medium whiskered wash. if i was taller these would have been a yes  despite the wash discrepancy.",Jeans
0,Beautiful thick sturdy denim. probably the best denim i own in terms of the material. the cut can be awkward as it can be tight across the thighs and hips and kinda makes my butt flat. however i love the wash and quality of the material and at a sales price  totally worth it.,Jeans
1,These are awesome! i have the pink which is a very light faded sort of color. they are beautiful and very nice quality. they are slimmer and stretchier then i imagined but very flattering.,Jeans
1,When these cords went on sale i bought a 2nd pair. they are great work week pants (i teach) - comfortable and machine washable. the fit is relaxed-trouser,Jeans
1,I saw this online and then at the retailer store where i was able to try it on and was happily surprised.yes it is way oversized but if you size down it will work best. i have narrow hips and shoulders but a 34 dd bust  so fit is not always easy. because of my shape i normally wear a medium or small but had to size down to an xs petite in this. you may find  as i did  that it works dressed up or down. if i had bought a regular size  and were lots younger  it could have worked for a dress with tigh,Jeans
1,"I have been eyeing these jeans for a while but was hesitant because of the price and also because i'm short waisted so don't normally like high rise pants. i finally pulled the plug when i had a 15% off code (still expensive imo). i am so glad i finally bought them - they are well worth the price! i am 5'6"" with longer legs and i agree with the other reviewers that these run a little longer than one might anticipate. they hit about 2 inches above my ankle bone  which suits me just fine. they are",Jeans
1,These jeans are my new favorites! very flattering cut and color  and very high quality. i've worn them a ton since i got them  and they haven't stretched out or lost their shape at all. only thing i would caution is that they run small... for reference  i wear a 26 in paige denim  a 27 in citizens  and 28 was perfect in these.,Jeans
1,"Bought them in store and have worn them twice. very flattering! they have maintained their shape through the day. i'm 5/4"" and usually wear a 31"" inseam  and these are perfect ankle length. i'm tempted to buy another color!",Jeans
1,I have never bought the mother brand before  but at close to 200$ i was expecting something fabulous. at size 29 (my usual) i couldn't even get them on my leg. i can't imagine how many sizes i'd need to go up to even get them to fit!,Jeans
1,Color is very nice and dark  with just a little fading around the knee. i sized down to 25 from my usual 26-27 (5.4' 120 lb).,Jeans
1,These jeans are adorable!  i wear a 10p and the 30 petite fit perfectly. great quality and will look cute with a boxy crop top and flats.,Jeans
-1,The print doesn't necessarily works for everybody.,Knits
-1,I too will be returning this sweater. love the style  shape and fabric  but after one wearing it has pilled terribly and now looks old and cheap.,Knits
-1,This shirt would be perfect if i needed a canopy on my tent. this shirt runs ridiculously large. purchased a medium and it should be labeled an xl. no impressed with the pattern in person. looks cheap. will be returning.,Knits
-1,I love off the shoulder looks and had high hopes for this top. unfortunately the folded top portion doesn't stay down at all. i found myself pulling at it all day and eventually gave up. the material is also not the best.,Knits
-1,"Right out of the bag  this top didn't really match the one pictured here (it is the right top  though). the fabric was heavy and felt ""damp"" -- the way something feels coming out of the wash. very odd.  and the fit is nothing like what's shown on the model. the ""v"" is not fitted or nicely wrapped (or even tacked in place) -- it was just two loose  droopy pieces so most of my bra was showing no matter how many times i put the pieces back where they belonged (i'm neither ""flat chested"" nor ""busty""",Knits
-1,I was so excited when i purchased this top! it was going to be my go to for running around  as it looked super cute with leggings and boots! the softness alone made me feel like i was wearing my pajamas.....so comfy! that all changed after one washing......it is now pilling and not nearly as soft as before! makes me sad  but it is going back!,Knits
-1,"I loved this color and ordered it online because i thought it would work for both casual and work days dressed up a little. ummmmm  no. it's weird and boxy and does not look at all like it does on the model. i think maybe if you have no bust whatsoever and size way down it would look okay. i'm only a 34b  weigh 110 pounds  5'3"" and it made me look huge and awkward. this is going back!",Knits
-1,This top looks beautiful online. when i got it  it looks nothing like the pic. it's wide  too much fabric  no shape and so unflattering. it's definitely going back,Knits
-1,I didn't realize that there were sequins on the design. they kept poking my shoulders and made the top very uncomfortable. the white material was also not very flattering on me. it went back.,Knits
0,I love the look of this top. i'm usually a size 12 or 14 and i tried on a size l and it seemed really big  and looked a little like a maternity top. i thought maybe it was too big and ordered a size m. unfortunately  it still looked maternity-ish. i think the bottom of this is flared so much that if you have a big bust at all  it will look like a maternity top on you.,Knits
0,I really lived the detail   fabric  and quality of this tank. however  the sizing seemed disproportionate. it was tight through the bust and loose the waist. i really loved all the colors i purchased online but had to return them because of the sizing.,Knits
0,This runs really big. i usually wear s or m so i got a small but i need the xs in this top and it is sold out. i don't have a store close by (about an hour away) and i hate paying shipping for returns! i will either have to plan a trip to the store or try to exchange for size over the phone. i debated keeping the small but it is really too big .... i love the style though!,Knits
0,Had to take a needle and pull threads to the back so not visible and i see this as an ongoing problem.,Knits
0,"I was looking for a shirt of this style. i thought it was very cute  but it is not ""red' as advertised. it is really a brick orange-y color  which is definitely not what i wanted. very disappointed. sent it right back.",Knits
0,I totally agree with the first review. i thought this was soooo cute on the model  but it's loose fitting and has no shape to it.,Knits
0,"I hoped  from the picture  that this would be more of a ""straight down"" sort of fit. retailer is usually really great at selling tops that flatter hips without having an obvious bell shape to them. however  the top had too much of a ""flare out"" bell-shaped vibe. i need to be able to wear this with maxi skirts in the summer  but this top would be too sack-like and billowy with those. i think it would only work with jeans/trousers. my final objection was the arm holes - the way they are cut ",Knits
0,"This top is beautiful in the model shot  but average in person. it ran really small  i usually take a medium in retailer tops and ordered this in a medium. it barely fit over my chest  and was pretty short (i am 5'7""). also  the material is very thin  not so much that you can see your undergarment  but if you get cold everyone will know it. also  for the price  i expected a sturdier fabric. i would recommend holding out for sale  if you are interested in this top.",Knits
0,I bought this shirt in 3 colors. soft  comfortable fabric  as other reviewers have mentioned  and nice detailed sleeve. i am gravely disappointed in the fabric quality since after wearing this one time with a necklace (as shown in the picture) it developed tiny pulls. i should mention that it was a very plain necklace  nothing sharp  pointy etc. i will most likely return all 3 shirts.,Knits
1,This is a beautiful color and nice heavier fabric. love the style. armholes not too big. the body is loose fitting at torso but chest area is fitted at 36 c size small . i love this top with skinny jeans or pencil skirt as shown on model. top looks just like it does on model as far as fit.,Knits
1,First  the product arrived in a very small bag that made for many  many wrinkles - almost impossible to determine what it might look like. shame on retailer for sending their items in this manner. secondly  i don't know how individuals wear this with a bra. the back is cut so low that my bra back band partially showed - not my idea of a good look. third  the front necessitated a cami  and there is no way a cami can be worn due to how it is cut in the back. returning now  and i just received it.,Knits
1,This is a lovely top! sooo soft  very flattering draping if you have a bit of a tummy. i wasn't sure about it on the hanger but was pleasantly surprised when i tried it on- very glad i have it a chance!,Knits
1,This top is so cute it's my go to top. dress up or down looks really cute with skinny skirt. i have the ivory and just ordered the dark grey. one great thing this top has pockets. i would buy this in many colors if i could. yes it's full but a cute full. but i love full tops. i think this is true to size it's not tight and i don't think it would be as cute tight. i actually like mine on me better than the one on the model.lol washes like a dream and you can dry it in the dryer.,Knits
1,I ordered this top in the pretty  sea glass green color. it is adorable on! it's constructed from a nice thick cotton and has a billowy swing look if you are into that  which i am. the cut of the neckline gives it a cool 60's vibe. my only issue is that the arm holes are cut small. also note that because of the wider neckline  i found putting a necklace on squashed it in a strange way. i'm still keeping it because it is awesome in every other aspect. most likely i will just jazz it up with fun e,Knits
1,Comfortable top. would have been nice to have it a couple inches longer. pretty colors (the floral pattern).,Knits
1,I was a bit apprehensive about buying the top  after reading the reviews.  surprisingly  i love the shirt!  it's very feminine; soft; light for the hot months; and  figure flattering.,Knits
1,Bought this in store yesterday  light fit and extremely comfortable! i'm 5'4 135 and have a long torso  so i ended up going with a large in this one because i like my shirts to hang loose. print is more vivid in person but nonetheless a great but!,Knits
1,I love this tee shirt. i love the higher neckline and the feminine and subtle ruffle at the bottom. it is my favorite tee by far! i am buying my second round of it now. i have one in coral  light blue and i am ordering more. the only down side is that both of my current shirts developed holes veyr quickly.; one on the shoulder and the other in the usual belly area that comes from the granite counter and jeans top button. there is no excuse for the shoulder holes in my mind...but i love the look,Knits
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
1,"The wide strap style is very flattering. this tank is fitted in my normal size small  it fits like the model in the cobalt blue color. i'm 5'7"" 120lbs. if you want more room  i'd size up. it is low cut  but not inappropriately so. fits like the picture shows.",Layering
1,I saw the tank at the store and was so glad to try it on. i got the small?i'm in between xs and s (34b) and try to get petites when i can but the small fit great with a longer cut. i bought the green and did not find it sheer. i actually thought it was thicker than most tanks and tees these days. i found the arm holes were fine. i usually need to go with a petite just for this reason but no need to this time. planning on getting a couple of more colors!,Layering
1,"If your looking for a nice quality basic tee  this is it. nothing special  but the fabric is a nice soft cotton with a little stretch. the cut is long and lean so i would highly recommend sizing up. i sized up from my usual medium to a large and it's still quite form fitting. i'm 5'2""  35a/b bust  28 waist  39 hips.",Layering
1,Love this tank. material and fit are great. love that it's reversible. highly recommend!,Layering
1,"I always go w/ black  but deviated this time & so glad i did! quality fabric  not sheer at all. a great layering piece and new staple for the wardrobe. fits tts  sm (i'm 5'2""  109lbs)",Layering
1,There's something special about this tank that makes it uber-flattering. the fabric is perfect  the colors (green and fuchsia) are spot-on gorgeous and brightening  and the cut (length  wide straps  and scooped neckline) make this the perfect staple. it flattered my figure  skin color  and really hid my flaws. i wish i could get away with wearing this every day...,Layering
1,Originally i bought this in black and white. recently purchased several more in different colorways . why? it's just perfect to wear as an under tank/cami. i'm a busty gal and sometimes cami straps can be too thin and dig into my shoulders. this is soft  smooth and provides just enough coverage. very flattering fit on its own as well. great under loose knit or low cut sweaters. love!,Layering
1,The top is a pretty design. it's a low v-neck. but it would be nice for layering. it was just way to tight. runs small. order up a size.,Layering
1,Love this top! i'm 5'7  145 pounds  athletic build  and the medium falls slightly loosely and very nicely over my hips. it is quite low cut  so i wear a tank under it in a professional environment  but it's fine to wear sans tank top in a more casual setting. i really love the back  as the straps are sexy and show off my shoulders. the material seems to be good quality  and i would order this in more colors if it were available!,Layering
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
1,I have these in grey and i love them! they are so comfy. i got them in m/l even though i am a s/m because i like the loose fit. they are very soft.,Legwear
1,I needed a legging to wear with boots. makes sense that if it is cold enough to wear boots in socal then it is too cold to wear thin leggings. try to find warm leggings....almost impossible until retailer put fleece lined leggings in their catalogue! the leggings have a vertical knitted stripe which elongates the leg and they are warm! perfection in garments is very rare but these leggings are hot.,Legwear
1,These leggings are a quality product at a great price! i ordered these for my daughter and she loves them. warm and comfy  she wears them all the time.,Legwear
1,Liked everything about these but they should say in the description that they're ribbed.,Legwear
1,"I wear tights all winter. it's difficult to find cute  fashionable tights that aren't ""heavy"" and have quality fabrics that will last through an entire season. these fit great  don't roll or bunch  don't shrink  have great feeling fabric and aren't super thick... but not see thru! love these and plan on purchasing in all of the colors!",Legwear
1,I'd describe these as a hybrid pant/legging. they are very comfortable flattering  and versatile. i got the large because medium was sold out  but they fit nice  not super tight.,Legwear
1,I'm about 130 lbs. and 6' tall and usually a small would be my size. these fit  but i would be more comfy in a m. they are stretchy  soft and opaque. perfect for under a couple sweater dresses i picked up by retailer!!! will be re-ordering.,Legwear
1,"Bought this as ""transitional"" wear post baby #2 & i love them! will probably end up wearing them all winter long! i love that i'm 6 foot & they still are scrunchy at the bottom which i honestly wasn't expecting.",Legwear
1,Sweet leg warmers that are fun and cute too! kept me warm when out in this frosty morning!,Legwear
-1,So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about  but i once had a lot of luck with dresses of this price point (and intent) at retailer  so i had hopes. i was just wanting it to be a great addition for vacations and beach days  but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti,Lounge
-1,So thin and see thru it's not even wearable in public. extremely cheap and ill fitting for any price let alone this price. i feel like they will rip the moment i wear them out. going back.,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
-1,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,Lounge
-1,This dress is very thick cotton material. like a sweatshirt. i was hoping to wear this to a wedding but it is a tunic at best. the bell part of the sleeves also stick out awkwardly because of the fabric.,Lounge
-1,I've been wearing this very comfortable and cute coat for 2 weeks. it is already tearing at the seams somehow. the quality of this is very poor.,Lounge
-1,I was definitely wearing retailer colored glasses (my term for when something looks great on you in the dressing room but leaves you wondering what-was-i-thinking when you try it on later) when i bought this. once i tried this on at home  i basically felt like i was swallowed up by this thing -- there's so much fabric layered in front and around your shoulders that you can actually feel the weight hanging down around your neck  and it naturally sticks out rather far in the back. i wanted to love t,Lounge
-1,Material is thin  with a fleece like feeling on the inside. hard to describe but almost feels like a really thin north face material. the cut on the sides of chest area is super awkward  shows way too much  would never be appropriate to wear a regular bra underneath.,Lounge
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
0,Cute  but didnt realize it was sweatshirt material. due to that  returning.,Lounge
0,I ordered the geranium and teal. geranium is an awkward pink  but i loved the teal. beautiful color. ordered large  hoping for some length. they're very lightweight and almost too short. if you hold this up its just a big rectangle  but it flows nicely over the body and has the appearance of being longer on the sides. unfortunately you can see all of my bra and to my stomach when my arms are even slightly raised. i decided to return both.,Lounge
0,I tried the yellow striped dress on in the store and it is completely sheer.,Lounge
0,This is a fantastic sweater--really soft  great details. but it's huge. i'm generally between an xs and a s at retailer  and most always an xs with pure + good. but this time even the xs is huge! i wish they offered this one in an xxs. i love it so much that i may keep it anyway? it's really comfortable and i love the style. looks decent with my arms down (like the model's pose)  but when my arms are lifted out to either side  it really looks huge. i'll have to think on this one.,Lounge
0,Great print  terrible quality. the material is paper thin. not at all what i look for in a robe. it's going back.,Lounge
0,I was really disappointed when this arrived and i discovered that it's basically see-through.  it's well constructed  it's just a really thin material.,Lounge
0,The body is huge  while the arms fit. being returned!,Lounge
0,This sweater is fine for the casual days. i bought this in cream and i have to say after one wash it looks old. i'm a huge retailer lover and buy a lot of clothes from them. this is just not the best quality and looks tired after a few wears. very soft  but poor material. not my favorite purchase.,Lounge
0,I bought these almost immediately after touching them in store; they were so soft i didn't even need to try them on to know i would love them. i now wish i had tried them on in the store  so i could have learned that the elastic band on the inside isn't sown in  meaning the band will constantly twist and get tangled whenever i put them on/take them off. it's unbelievably annoying. i have to fix them every time i wear them. if i had known this i don't know if i would have purchased them. they are,Lounge
1,The only draw back are the slits on the side. they are too high and if you turn sideways at some angles you can see your cheeks. i will have them sewn up a bit because i love the dress and it is worth it.,Lounge
1,I felt inspired to write a review as soon as i put this on. the vest fits so well  and the thick fabric feels amazing. love the pockets! like the previous reviewer  i feel like i'll be able to wear this with workout clothes or with a dressier outfit. it has an ever so slight racer back  so probably would look weird with sleeveless tops that come all the way to your shoulders  but i can already think about so many ways i want to wear it. the draping in the front also falls really nicely. great bu,Lounge
1,"This hoodie has a great fit! it is slightly tapered in at the waist so it is not boxy. in fact  it is quite flattering. it has pockets and a cute rubber zipper pull. the hood is a nice size  not overwhelming to the back profile. i purchased the matching pants a few months ago but had not idea when i ordered this. now i have a super cute ""lounge at the lake"" ensemble.",Lounge
1,This dress is very comfortable and casual  but in a high quality fabric that makes it great for a summer dinner with dressy sandals. i don't think a bra can be worn with it which i don't mind at all but might be a problem for others.,Lounge
1,Such a fun jacket! great to wear in the spring or to the office as an alternative to a formal blazer. very comfortable!,Lounge
1,"Really fun comfortable pants. i haven't worn them yet as its hot here but i can't wait. i tried them on with wedge sandals & a lacey bohemian top and they looked awesome. i also tried them on with white rocker booties and my vintage t that says ""italians do it better"" and a jean jacket...i'm loving the look & feel of them  bring on the cool autumn days.",Lounge
