sentiment,review_body
-1,This dress is very cute and well made. unfortunately it was too short waisted for me and runs small in the bust. the arm holes were too big yet the bust small  very weird fit on me. i am six feet tall with 38c bust  maybe if you are shorter with smaller chest this dress will work for you. it has a thin lining and is not see through even though it is white fabric. i love the dress it just wasn't made for my tall figure.
-1,I buy almost ever top tiny puts out and so i grabbed this one in the last tops sale since i'm a sucker for embroidered flowers. everything about it is gorgeous except it is so flimsy i can't even believe it. like when i held it up in the dressing room  i could see through the entire shirt  front to back  before even putting it on. once on  i could see everything through it. i actually thought i was going to tear the thing to pieces trying it on  it's so frail. i own so many tiny shirts and while
-1,I love(d) this top. it was my go to top even in the heat  the fabric is light and breathes. however  pulled it out of the washing mashing to find that the sleeve has shredded away from the body. it could not be repaired. i am so disappointed as i really loved everything about it.
-1,I do not even know where to begin with this product. i ordered a small (i go between small and medium) and felt that would be a good fit. after trying on the shirt  i would have opted for the xxxxxxxxs or whatever the smallest size is. this shirt is very boxy. i know its supposed to have a 'flow' to it  but this shirt is too much. it needs to be taken in. or have a belt wrapped around it. i tried the belt look but it did not look flattering. i found this color to be very blah. overall  i am slig
-1,The photo misrepresents how large this sweater is. it is giant! petite ladies stay away from this sweater. i ordered an xs and usually can manage to fit in a regular xs  but this just floored me. the neckline wouldn't even stay up on my upper body  it was that loose. also the width of the sweater does not at all hug the body as shows on the model. it is like a tent. i'm so bummed. the color blue is nice and the sweater is really soft. it's too bad it doesn't fit smaller women.
-1,As a tall girl  i was thrilled to see that these pants come in longs! they are amazing for dressing up (or sassing up) and outfit. i anxiously anticipated their arrival and wore them the very first night i bought them. however  as someone previously mentioned the quality is poor. after wearing them to they symphony  the knee tore while i was sitting in my seat! i really don't see a way to avoid this from happening since i had not moved. i'm sooo upset because i absolutely loved these pants!
-1,I put on this t-shirt and my husband said it makes you look old. he was right. i'm not sure if it's the cut or the pattern but i found it completely unflattering on my petite frame and it looked cheap too. perhaps on someone else it would look different. the pattern is overwhelming and the sleeps are a bit too look and ruched for my liking. it may look better on someone taller.
-1,Loved the look of this shirt online. i tried it on and was sad to see that the frontal view is all wrong. the cool shoulder design is almost too exaggerated (almost looks as if i'm ready for take off!). unfortunately  none of the featured photos on the product page display the frontal view of the model. i really wish the shoulder design was slightly smaller in shape and size - i would have loved it! looks great from the side but sadly i can't walk around like that ;)
-1,The fit of the top is true to size  but i really don't like the taupe terrycloth-like sweatshirt under the white lace. the white lace is bright white and seems very sturdy  but it makes the sweatshirt underneath look very dirty and very noticeably taupe. it is terrible paired together. i also didn't like the feel of the terrycloth-like fabric against my skin. even though this is a good quality piece with a lot of interesting detail  i'm absolutely sending it back.
-1,This is a crop top but super boxy and wide. i expected it to be more fitted in the waist. since it sits out away a from the body a lot  it was not flattering. i also felt the stitching to be a bit matronly for me. too bad as i am having such a hard time finding tops and i'm willing to pay full price for something that works.
-1,I bought this dress for a holiday party  and the sequins on the dress were so much more blue that what it looks like in the photo. i still liked it  but when i went to try it on  it was just not working. i thought this was more of a loosely fitted look  but the upper bodice and waist seam are very tightly fitted. i would recommend sizing up  but be aware that the top straps (shoulder to breast) are too loose to begin with  so they may sag.  overall  i wouldn't recommend this dress for the curren
-1,Whatever happened to sizing! pretty print and color but has enough fabric for 2 tops. it is also unlined which is not a huge issue. i wore it with a cami. the arms weren't too gaping for me  thankfully. i tried to make it work with a wide belt but i will have to get it tucked on the sides. i am 140 lbs and got the small. should have gone 1 or even 2 sizes smaller.
-1,I ordered in blue. so excited at arrival; it looked gorgeous...then i tried it on! i'm 5'  106#  34d and my upper arms are a little muscular. i normally order 2p (sometimes 0p)...and never a problem. this top was sooo tight under the arms and at the upper arms...if i tried any movement would have probably ripped out the seams! maybe i just received a product that was mis-sized  or defective. all i can say  if you have skinny arms  you'll love it.
-1,This is a cute item at a good price point  though the lack of lining in cartonnier items drives me batty. unfortunately  the wool is so itchy i could not tolerate it more than a second.
-1,"This is a very awkward and unflattering shirt. i am very petite--90 pounds and 5'2"". the arms fit--length and width  but nothing else about this fit. the scoop was so low and wide that i would require a shirt underneath. it fell exactly like a tent and made a bell shape around my thighs. yikes! it looks cute on the model  but not on me. the material is also very thin and felt sort of like it should be a pajama top."
-1,"I purchased this dress in the green  and while the print and material were lovely  the extra folds in the neckline made the dress look frumpy up top. the billowly bottom made it look like a bag. i am 5ft  36d and 29"" waist and the size 2 fit  which makes me think this runs large! i'll be returning this dress."
-1,I own 4-5 other cloth and stone tops and always love the softness of the material. this one missed the mark. not soft and very thick. not what i was expecting.
-1,"It's a fine dress  but it definitely runs small  and it's actually a lot shorter than i was expecting  especially since i'm only 5' 3"""
-1,This is huge. i understand that's the style  but it looked like i was wearing my husband's size xxl. i tried to imagine a really cold day when all that extra fabric would be nice... but then it started to itch  and itch and itch!
-1,Very disappointed: runs small in chest and too long. the fabric is cheap but the print is pretty with the bead and flower detail. i don't think  this dress is worth the price  it is not even silk and the underlay feels like cheap gauze. i have been in the fashion industry for over 30 years and this is a miss mark in my opinion. put it back on the rack  and save your $ for something better at sweet retailer!
-1,I wanted to love this sweater. the color is gorgeous  the pattern unusual  it is soft and warm  and would have gone with so many things. but the cut is awful. mainly the sleeves are way too big  making me look misshapen and my arms look huge. the body was a bit boxy but that would have been workable if the arms had been normal. too bad.
-1,The top looks better on the model than in-person. it fits loose and looks boxy and matronly. i don't like the sleeve length or the top style  it just didn't look flattering or good. i am sending it back. looks very boxy.
-1,This top is gorgeous and i exchanged it 3 times hoping it would work. i originally got the size a would normally wear (a 6).and the arm holes and top were extremely tight and the top was short so i sized up and still had the same problem. i then went all the way up to a size 14 in order to get the length of the shirt log enough but now it is quite large around my hips. i love the detailing of the shirt but unfortunately if you have any chest at all it will not fit
-1,This fell apart after wearing it once. for the price  it should hold up better. it's too delicate.
-1,I absolutely fell in love with this dress in the store and immediately scooped it up in black. wore it 3-4 times on hot summer days and it was perfect! very comfortable  easy to throw on and dress up or down. i decided to hand wash instead of dry cleaning (as i usually do) and after hanging dry  it became significantly more translucent than it had been before! i can no longer wear this dress because you can see everything through it. it's as though the fabric completely changed after being wet.
-1,"The photos don't look it  but the one i received was a cropped length. the bottom of the sweater's longest parts didn't even reach the top of my mid-rise pants. and i'm 5'3"" so it wasn't that the model is a lot shorter than me unless their models are 4' tall.     disappointed since i wasted my retailer discount on this!"
-1,I recommend this product  but with the following reservations.     the dye from the product colors my skin every time i wear this outfit. i love the fit and make of the jumper  but i hate that my skin looks blue by the end of the day. this is still happening after several washes  which makes me feel disappointed. it will dye your undergarments so choose wisely.
-1,I love relaxed-fit wide leg pants with some pockets and draw string  so naturally i was super excited to see these. i got them in gray and they felt and looked perfect right out of the bag  material was soft and flowy but not too thin. unfortunately the sizing is completely off unless i got a defective pair  i got my usual size l and they felt like s or smaller  i barely could get them on and i could not zip up. i'd need at least two sizes larger for them to fit at all. very disappointed  will l
-1,I bought this suit based on the great reviews. i was so bummed when i tried it on. the top fit so well but the bottom kept bunching up. my torso is on the longer side so maybe that's why the bottoms keep coming up. every time i pulled the shorts down  the top would come down too  and vice versa. i am 5'5 and 120lbs and bought a 2 which is my normal size. i did like that the top had a bit of padding but that's the extent of what i liked about it. i will be returning it.
-1,I loved these pants. the fit well and were flattering. unfortunately after three wears  they came apart at the seam. very disappointing and frustrating.
-1,Runs very large. ordered a smaller size due to other reviews but should have ordered several sizes smaller
-1,This top is a good concept but the structure of it is not for all body types. i am 5.6 and 135 and wear an xs to a s in retailer tops and i ordered this is a small and it was huge in the chest and tight at my hips...will be returning.
-1,"1. i'm 5'6"" tall with a short waist and long legs  and this skirt came all the way down to my ankles. i would have kept it if it had stopped mid-calf like in the photo.  2. i'm 38-32-40 and the size 12 fit me perfectly in the waist hip area  so i would say it runs true to size.  3. the buttons lay nice and flat over the tummy  so that's a plus. at least you don't have to undo them to go to the bathroom."
-1,An absolutely gorgeous  but poorly fitting blouse. the bottom part is way too billowy and inconsistent with the fitted top half. got it on sale and still returned it.
-1,I am 5 6' and 130 pounds and ordered this in an xs. the sweater is enormous. the material is also scratchy and not soft at all. i'm disappointed with retailer's sizing this year. i've had to return a # of xs items because they are huge. really disappointing.
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet
-1,The back of this t-shirt looks cute but the front looks really weird. the material in the back is quite stiff but the grey material is soft  so the front gray area ends up hanging weirdly and looking uneven and messy. i appreciate asymmetrical clothing but to me it looked like a patched up rag from the front. it fits true to size.
-1,I loved the color and design of this dress but needed to return it because it fit so poorly. the arm holes are entirely too big -- so big that alternations couldn't fix it. maybe it's because i am petite but i think it may be a design flaw.
-1,I loved the look of this blouse online. i really wanted a cute eyelet top for summer. the blouse looked great out of the package but the fit was not good. i am a 00p and 32 b bra size  this top was too tight across my chest but billowed out in the back. its as if the armholes were too far forward. it is fairly short but i am short waisted. i really wanted this top to work but i had to return it. if i went up one size the back of the blouse would have been ridiculously large and the top was too e
-1,Too full of a dress for me. i tried a belt and it is then too chunky. if you are younger  tall and slim  this would look great
-1,Poor quality. i expected much more from the material.
-1,"I bought the red motiff in my usual size of xxs petite and it was huge. at first i thought they had mistakenly sent the wrong size but this was sadly not the case. the fit is definitely ""sack-like"" as other reviewers mentioned. i had to return."
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily."
-1,The bra is comfortable and the design is good. however  the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(
-1,After reading the reviews i sized down to a 6. once i received it  i loved the fabric and color  however it was so ill-fitting. it's like the designer didn't even use female measurements and used a box to make this top--too wide. i liked it so much that i sized way down to a 0 and it still fit horribly. it is too wide and not long enough. both are going back!
-1,This skirt has no closure along the slit. i can't begin to understand how it could be worn as shown in the photo-you would be completely exposed. it completely baffled me
-1,I bought this shirt immediately because of the pattern  when it arrived i was super confused. it's not a tee shirt like it looks like in the photos. it's made with cotton fabric with a tiny bit of stretch. i ordered the xl because i have brought shoulders and 36e bras size and it fits like a 2x or larger. i would say order two sizes down. also it hangs like a maternity shirt. i might order it once it's on sale  which it definitely will be  but even then am not positive i would keep it.
-1,I love maeve and was so excited for this top which looked like an update from a last season favorite. unfortunately the fabric was stiff  it was tight in the chest and went straight down from there. returned.
-1,"Beautiful floral print and while i like the concept of this dress it was a total failure for me. where the knit meets the print hit me at the top of my bust  truly a disastrous look for a bustier figure since the fabric just drapes down and made me look much larger than i actually am. same with the arms  if the white knit had carried down to the elbow it would have elongated the arms instead of cutting them off mid biceps to make them look like giant hams. i'm 5'6"" and a classic size 8 and this"
-1,Very disappointed that i ordered this dress and a large was too big. returned and asked for an exchange to a size medium  it was apparently not available in the medium  i was charged a 5.95 fee for return shopping. so i immediately went to website  medium available and i had to pay another 12.95 for shipping. seems a bit unreasonable  but really liked the dress.
-1,These shorts just didn't work for me. i loved the embroidery and the color  but i just don't have the curves for them. try these if you have an hourglass or fuller figure.
-1,I was so excited to try this sweater on when it arrived but to my disappointment  it was overly large! i was pratically swimming in it. really love the design and the way it looks on the model. just didn't work out that way on me.
-1,"I was so excited to purchase this dress; i love all shades of grey for winter clothing  i love knits  and i have loved other maeve dresses. however  i simply cannot fathom how poorly this is designed--it fits absolutely nothing like it appears to on the model  to the point that i wonder if i might have received a defective dress.  for reference  i am 5'5""  slender and small-boned but also curvy (hourglass). my bust is 36 c  hips about 37-38. i normally wear a small in maeve dresses. maybe it's j"
-1,The sweater material was really soft and seemed well-made. the back is an interesting twist  but the material creases easily; i can see it looking messy by the end of the day. the main reason i returned it though was because it runs very large. i got my usual s  and i could have sized down 1  maybe even 2 sizes. i didn't like it enough to try a smaller size.
-1,This is another one of those darned swing tops. i can't even with this trend. this shirt has such a nice print/color palette going on but it's ruined by the swing cut/henley combo- it looked like i was a little kid wearing an oversized men's night shirt/smock? i don't know  it was just not at all flattering. i ordered my regular size large and a medium would have worked and probably still been generously cut. i disagree with a reviewer who said it might work for larger sizes.. this just made my
-1,I had to return this blouse because it ended up been too small and super itchy. im kind of busty but medium usually works and this one was super tight across my chest. not comfortable at all and the fabric is kind of a sheer with the sparkly lines in silver. wouldn't recommend it.
-1,This dress had an odd fit. very loose on top with pointy darts  very tight on bottom. fabric was stiff so it didn't move well with me
-1,I'm very disappointed in the quality. it seems more like a pajama than a tunic. definitely not worth 100.00 dollars. i plan to return it.
-1,Material was a tad rough for my liking. the color did nothing for my olive complexion. given the price of this shirt (even with 20% off) i don't think it's worth it. if i'm spending $100+ on a blouse i need to love it and i do not love this one...going back.
-1,The fit of this sweater did not flatter my body-type. the top half did not fit well; the armpit area was loose fitting and the neckline was awkward.
-1,I thought that this dress would be perfect for my 60th birthday  however i was disappointed when i received it. it is extremely heavy from the beading and i just did not find it pretty in person. it did nothing for me. also  it runs small and was tight.
-1,I was so curious to see this skirt. it looks just like pic. really gorgeous bold pattern and a faux suede like fabric. my only problem was that i thought there was too much fabric. i love maxi skirts. i am 5&#39;8&quot; and 136 lbs. it was a bit long on me but just had too much fabric. i have slim hips but this made them look larger. skirt is almost ballroom gown like in its fullness. loved it and someone else might love it but for me  it was too much. wish it worked!
-1,I was so excited to receive this topped then i tried it on. i am a petite and i normally wear an xs so i ordered it in both a size 0 and a size 2. it was huge! it looked like i was wearing a potato sack!!! i really wanted it to work because the fabric is absolutely beautiful! i am so disappointed.
-1,These ag stevie ankle jeans only have 50% cotton.tthe rest is 41% lyocell (a rayon)  7% polyester  and 2% polyurethane. result: thin and clingy jeans that show every lump  and stretch out.   .  these are no longer the same lovely ags in twill when they were at 80% cotton  18% modal  2% pu. it seems ag has also stopped making denim and corduroy with 98% cotton  at least in the stevies.  .  i'm sure these will be a great choice for someone looking for very soft and thin pants that feel like pjs  b
-1,I really wanted to love this dress  but it just didn't fit in anyway. i ordered an xs petite  and it was very large. the lacing in the back is completely useless  and that's what i liked about the dress. i was thinking it would be unlaced more at the top (because of chest) and then lace more tightly near the waist. it was completely closed off and the dress was still very loose and unflattering. beautiful fabric  great color combo  bad fit.
-1,I couldn't wait to try this on this sweater.  sadly  it was too large in all ways.  the sleeves are adorable  but the ruffle overwhelmed my arms. this was much longer on me than the model.  it stopped mid-thigh.  the quality seemed fine  but it is a thin sweater.
-1,"After reading the other reviews i still took a chance on ordering this dress becasue it looks so cute on the model. the dress they sent me is not this dress. it is the same material although the one i received had only one stripe down the canter  like a cross. there was no v back as stated by the other reviewer. it was scoop and if you pulled it down  the neck went up. the dress i received is branded as holding horses while the brand listed on here  is rava. the length measured at 39"" not the st"
-1,I loved this skirt on the rack. but it was not lined and super scratchy when worn. i could barely wear it for the length it took to try it on. so sad. such a gorgeous skirt.
-1,Like most people here  i wanted this beautiful dress to fit. so  i decided to see for myself if maybe  just maybe the negative reviews were wrong. they weren't. if you have any sort of breasts at all  the top probably won't fit properly. i imagine a narrow upper torso  like a 32 or 33  possibly a 34 might find the top part of the dress closes properly  but with a 36 c  i could not get a size 12 to button up. the waist hit at a strange spot  and despite the picture showing a narrow waist and grad
-1,These leggings are loose fitting and the quality is just not there.. i am returning the item.
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.
-1,I so wanted to love this sweatshirt. it is very soft and seems like excellent quality and material. the pattern is pretty  and i envisioned spending hours cuddled up reading in it. unfortunately  the body of the sweatshirt (particularly the front torso area) was too big  and it popped out around me like a balloon. the arms fit well  so i don't think that i could have gone down a size. i was also not keen on the way the neck hung  which was either very stiff and tall around my neck when unfolded
-1,I sized way down and this top was still shapeless and tent-like. the sweatshirt fabric overpowered the cute  feminine details.
-1,....that's what i look like wearing this dress. a sad  sad  sack. the fabric is less than ideal  and there is no shape to speak of. i love that it has pockets but that's about it. there was just way too much fabric for a petite person. this dress has got to be good on someone  sadly that person was not me.
-1,"As soon as i saw this dress i ordered it...i didn't want to miss out on it. i loved the look...the colors were so fun and bright...i thought it was going to be my perfect dress for an upcoming trip to hawaii. i am 5'4"" about 118#. i ordered a pxs. when it arrived i loved the feel of the fabric and the colors but was wondering what it would look like on as it was a lot of fabric. i know it is to be flowing but on me it was just awful. part is that the ties on the shoulder are sewn in place so i c"
-1,The shirt does have a weird yellow tinge as other reviewers have described. i could get over that if the shirt was a flattering fit which it was not. not worth the money so i returned it.
-1,Fabric much heavier than looks in picture. also nothing mentioned in the description. great color and fit but i live in florida.
-1,Well  i wanted to love it and it was just too much. i think it is a bit wider and weirdly baggier than it should be. i also feel it should be fully lined. it was not. the exterior wool and pattern is very nice. maybe if it was lined  a smaller size would have worked better  but for the price  i needed more. i also would have liked some sort of option for tightening the waist a bit when zipped up. i realize this isn't in the picture  so no expectation  but upon trying it on and seeing its boxines
-1,I usually like coats and wraps with high-waisted belts  but this way too high  and the fit was really unflattering. i can see it being chic on a tall  slender person  but it's definitely not right for my short  curvy body. returning it today.
-1,"The material is horrible  it's heavy and cheap. the skirt does not ""flow"" as it appears in the photo. instead the bottom part of the skirt just stands out like ruffles. am returning."
-1,This dress looks so cute in the pictures-i love the style. ordered typical size and it was huge-felt like many sizes too big.
-1,Very nice fabric and quality but runs very large. i had to return my pair of a size 0. stinks to pay for shipping on a product that looks so different in the picture.
-1,This tunic is a perfect length for leggings. the mauve color got rave reviews on my first wearing. and the mixed media and asymmetrical styling gave the garment a unique appeal and made it quite flattering. however  when i wore it a second time  i noticed two micro holes in the sleeve. one near my wrist and the other at the shoulder. since i take extreme care when laundering my clothes  it seems this will have to be a return as the jersey knit is not strong enough to hold up in the delicate cycl
-1,Not sure who this is for but its not for me. skirt was long  stiff and puffy on my hips. i could not get it to lie correctly. maybe you have to be 6' to pull this off...
-1,Totally see through.
-1,So disappointed. bought these in a 29 and should've gone with a 28. they're super cute - i got the green. the fit is off. like the other reviews  they stretch out way too much. i would return these but have already washed them. they wash terribly  too. there are weird fading marks all over  even when washed in cold water like the tag states. so disappointed that i spent my gift card from christmas on these. i've been a loyal retailer customer for years and this is the first time i've been severely
-1,I was so excited to get this robe in the mail but was beyond disappointed when i opened the package. the fabric is extremely stiff and thin. the fabric felt like something curtains would be made out of and the white background was see through. the robe is very short and cut small in the shoulders  therefore it looked like i was wearing a piece of children's clothing. i also ordered the matching pj pants but didn't even take them out of the package after seeing how rough and see through the mater
-1,I was aware of the split sleeves when i purchased-- hoping to try something new. they're not attractive. the slit stays open with any movement. i don't think it would be appropriate for work . overall the fit is true to size. i otherwise liked the design  but the sleeves made this a quick return ....
-1,"I ordered these because of the side zipper  but they zip in front  even though the order listing and bag label called them ""wine  side zip pants."" they were also at least two sizes larger than marked and very flimsy material. what bothers me is that i was charged $5.95 to send them back  even though the product description (and the name before someone changed it on the website) were wrong."
-1,Bought a large  could barely pull up over my butt. runs extremely small. it's cute but if your not a stick figure  this is not the suit for you.
-1,I ordered this online  and took it back the day i got it. i could not fit the neck hole over my head  therefore i couldn't even see how it truly fit. i had high hopes for this dress.
-1,The colors are so much brighter than pictured. although the sweater is very comfortable  i did not like the color combination. i will be returning it.
-1,I love the design and fit and quality. have been looking for a long-line top like this and was willing to pay full price. i have that dreadful little roll right under my bust line and this sucks everything in nicely. smooths it all out. i'm a 38c and everything was contained nicely and fit great in the large top.     here's my issue - wore it once and the colors ran! i was so excited to wear this i didn't even wash the top (i rinsed and dried the bottom  though). and i'm not a swimmer. just let
-1,I loved the look of this dress online so i went to retailer to try it on. in the dressing room area we were all laughing because (i tried on a small) when i got it tied to the point where it looked like the model online i couldn't raise my arms. the distance between the cuff and the waist is inches! even if you manage to lift your arms the whole dress will go with it and expose you as much as if you weren't wearing a dress at all but a shirt. too bad. poor design for sure  and such a shame when th
-1,When i read car coat  i expect a little more weight. it really is just a thin  long blazer. also  the colors appear different online. i expected a red/maroon with bue and white stripe  so maybe i mis-read completely...? it is actually brown/mustard/beige combo. not what i expected  so it will be a return.
-1,I really liked this shirt the one time i got to wear it...but when i washed it  according to the directions on the tag  it shrunk! a lot! the sleeves are now too tight  and it is much shorter. thinking about returning it to the store  but in any case  i cannot wear it again.
-1,I usually buy xs or s in retailer clothing and the pieces usually fit perfectly. this time i purchased my first petite item because i was worried the length of the pant leg would fall at an unusual spot if i didn't. i'm 5'4 and i ordered a petite small. i was swimming in it. the elastic in the back was so loose you could see directly down my pants. i wanted to love this but unfortunately the size did not work for me.
-1,I had fallen in love with the coral dress that was somewhat like this one and came out a few months ago. but the problem i'm having with this one is the same problem i had with the coral one. they are all flawed in their construction! i had eventually tried 3 size 16s in the coral because each one was flawed. on one  one side hung longer than the other  and on all 3  the top design did not line up with the bottom design. this blue one is the same way! the top design does not line up with the bot
-1,I've purchased pilcro jeans in the past and they've held up great. unfortunately  the material used for this particular jean is a far  far cry from what it used to be. the thighs of these jeans start pilling (yes pilling!) after just a few wears. i've never had jeans do this -- whatever denim blend they are using is a complete disaster.    don't buy these -- you will be very disappointed.
-1,"Agree with previous reviewer. i am usually an xs p in this brand (5'3"" 115 lbs) but i could not get the internal slip over my head. the chest area was fitted (i am a 32b) but then the skirt was very full and loose. i could have cut out the slip  but worried it would be see through and just not worth it at full price."
-1,The good: the sloths are cute because sloths are always cute.     now the bad: the material is wretched. it feels damp even when it's not... it's see through and unlined... it's scratchy and wrinkly... and though the cut of the dress would be fine  the fabric is so limp that the high-low hem looks more like a tail.     i wanted to like this  but charging nearly 200 dollars for a see through piece of awful fabric with a passable cut was simple not acceptable. i returned it as fast as i possibly c
-1,Just not as long as in the picture. it hit me at my hips not good!
-1,This top was much more fitted than expected and was not flattering. i would not recommend.
-1,I was very disappointed in the quality of this top. the first time i wore it it snagged right in the front. i had to pull the thread under so it wasn't exposed. i put it in the wash in the gentle cycle and it was destroyed with several more snags when i removed it from the machine. this top is extremely delicate and doesn't withstand normal everyday casual wear although it's s casual lightweight sweater. now it's just a wear around the house ratty throw around shirt.
-1,The cut and color of the dress is awesome. however  the biggest flaw is the zipper. i only got to wear this dress once until the zipper broke..sad day especially at the price. there also were a number of loose threads. i recommend waiting until it goes on sale. you'll want the extra money for a tailor to fix that zipper.
-1,While this is cozy and well made  the problem lies with the unavoidable exposure of the inside of the poncho  which looks unfinished. had the inside been lined or had the hue of the stripes continued through the material  the draped look of this piece would be gorgeous. unfortunately  the faded backside of the pattern (a glimpse of it under model's left hand)  viewable through the very large arm holes (and impossible to hide)  disrupts the effortless  fluid feel that a poncho should have. i was
-1,The yellow is not as bright as the pic and the tee shirt base color is more off white/oatmeal making the shirt look much more drab in person than in the pics. fit was ok but nothing special about this and will be returning.
-1,"Do not buy this dress for full price. the design looks great but after receiving the dress  the material is made of extremely cheap slinky-ish polyester that you would find at a f21 store. the stitching is horrific and created an uneven ""hump"" on the back seam. just absolutely poor poor quality."
-1,"I have loved the pilcrow hyphen chinos  and have purchased many pairs. however  the last 3 pairs i've ordered are all a different cut now. they are no longer the chino i loved  although they have the exact same name. they are now ""boy cut""  and are much more narrow through the hips and thighs. nowhere on the description does it say ""boy cut"". it's not until the package arrives in the mail that i'm saddened to find this changed product with the same number. it really should say this int he descri"
-1,The dresss is much shorter than described. very see thru  though guess you can tell from picture. expected more for the price.
-1,"I loved this dress when i saw it. however the fit was way off. i am 5'7"" 120 lbs and the small was way too big from the waist down. when the xs arrived i was sure it would be perfect. unfortunately the waist hit way too high  above my rib cage and the dress was too short. it was as if it was a petite size. i was very disappointed as this is such a pretty  easy dress to just throw on for school. unfortunately neither size looked right on me and i had to return both. the material is also not the s"
-1,I had high hopes for this tunic for an upcoming ny trip - to look stylish and beat the heat. it is huge. the tunic swallowed my whole. it came down nearly to my knees (i'm 5' 6) and it was gigantic - shapeless and did not look stylish at all. on the model it looks like it hits mid-thigh. i am a size 10 - and the l was like a giant trash bag on me. if i had time  i would try the medium ...
-1,Unforgiving to even your smallest imperfections.
-1,This skirt looks and feels cheap  and the color is much more green than pictured. additionally  i comfortably wore a size 4 and then lost a few pounds  and this is still way too tight to be flattering.
-1,"The fabric of this top is lovely. the fit not so. it does not fit as shown on the model. the fit is very large around the middle and fits more like a ""swing"" top. i am 5'9"" slim build. i ordered my usual size medium. shoulders and back fit perfectly. too much material around the middle. had it had a straight cut to it  as shown  i'd keep it. because it doesn't it's going back."
-1,I agree with the other reviewers  this top is completely disappointing in every way  i could not believe it was the same top i pulled from the bag. where to begin .......  it runs really big  it's short and boxy  not at all like it appears on the model  this must be pinned a lot in this picture.  colors are completely dull in person  i really think this picture was lightened a great deal.  fabric feels cheap and stiff  lining is stuff and poorly sewn.  i haven't one positive thing to say about t
-1,Loved the look  fit and styling of this turtleneck. but dry clean only  you have to be kidding?
-1,It's a rather boring tank. i thought it'd be perfect under a cardigan for work  but decided against it. the fit is boxy  and does not look good on a girl with curves.
-1,When i saw this online  i wondered why this dress cost so much. i have been keeping my eye on it for some time. loved what i saw  the design and colors and details at the neckline and waist along with pockets but was skeptical. i was waiting for a sale to take a dive and here are my thoughts when i got it: ___________ pros: - the colors you see online are exactly the same in person. - the jeweled neckline is lovely. it's one thing that drew me to it. this dress had a very sophisticated appeal wh
-1,I was so sad not to love this dress. it is beautiful  but is so unflattering on. there is a lot of material under the arms and it gathers up due to the smocking. so  it just made me look incredibly frumpy. i don't really think a petite would have helped - the gathers just bunch a bit and so rather than hang  the dress sort of clumps. i am lean but broad shouldered and maybe that is the problem  but i was super disappointed. narrow shouldered people with long torsos could pull this off. it is a t
-1,This tunic looks awesome in the picture. however  it is made of an uncomfortable sweater-like material not left of centers normal skin cotton. i was disappointed once i saw this in person. not a great material for summer.
-1,"First of all  mine arrived in a regular denim shade  not the dark wash shown. also  the style is more like a blazer  and it was huge. i am 5'2"" and ordered the petite xs but even xxs would have looked like a baggy blazer. as well  the sleeves came barely past my wrists  they are designed to cuff as the model has done? perhaps on someone taller and younger it would look edgy and chic! the quality is excellent with some nice details. this might be one to try in person  if you can."
-1,I have had this shirt for a little over a month. i've wore it maybe 3-5 times and there is a small hole in the middle of the sleeve on my shoulder. it's not even on a seam  so i can't fix it. i expect much better quality from retailer. don't buy this. the quality is very disappointing. which is really unfortunate because this is a very nice fitting shirt and goes well with pencil skirts.
-1,I purchased this in the yellow for my daughter and she has not seen it yet. the style is very cute  but the fabric is quite thin. she will have to make that call  but if i had bought it for myself  it would be going back. i'm not willing to wear a camisole under a t-shirt. it also feels like the kind of knit fabric that shrinks and skews when it's washed  so that remains to be seen.
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need."
-1,Loved the design but jacket looked like 20 years old because of a lot of piling even brand new jacket at store. i wish they use better quality fabric so i would have purchased it.
-1,This dress has a great shape and fabric - but the v neckline is too deep/low and the arm holes are also cut too low. would loved to have been able to keep it but had to return.
-1,"I bought this dress in an xs  and am 5'4""  115 lbs  and fairly proportional. the shoulders were snug  but the hips (and maybe waist)were at least 2-3x too big. comically so-- the fabric stood away from my body like wings on each side."
-1,What a disappointment and for the price  it's outrageous!
-1,This sweater was not as featured in the picture. the front is completely cropped while the back is regular length. the front barely reached the middle of my stomach. also  the color was not as vibrant as shown in the picture. this sweater will be going back.
-1,The model looks like she's 14 years old - this sweater of course would fit a younger teen. it definitely won't work for a grown woman. please make some longer sweaters.
